PMU-REG-Social_Transfer-Zabul-AF2401-Qalat-SHAO-v2.1
PMU-REG-Winterization-Badakhshan-AF1521-Jorm-AKDN-v1.1
APMU - MoE - Teacher Incentives - July Payroll - Group 4 - 20220330-1 4000-01
APMU - MoE - Teacher Incentives - July Payroll - Group 4 - 20220330-12001-16000-01
APMU - MoE - Teacher Incentives - July Payroll - Group 4 - 20220330-16001-20000
APMU - MoE - Teacher Incentives - July Payroll - Group 4 - 20220330-20001-24000
APMU - MoE - Teacher Incentives - July Payroll - Group 4 - 20220330-4001-8000-01
APMU - MoE - Teacher Incentives - July Payroll - Group 4 - 20220330-8001-12000-01
PMU-REG-Social_Transfer-Zabul-AF2405-Shinkay-SHAO-v2.1
APMU - MoE - Teacher Incentives - July Payroll - Group 8 - 20220314-4001-8000
APMU - MoE - Teacher Incentives - July Payroll - Group 4 - 20220330 -24000-27190
APMU - MoE - Teacher Incentives - July Payroll - Group 8- 20220314-16001-20000
APMU - MoE - Teacher Incentives - July Payroll - Group 8- 20220314-12001-16000-01
PMU-REG-Social_Transfer-Zabul-AF2408-Daychopan-SHAO
PMU-REG-Social_Transfer-Zabul-AF2402-Arghandab-SHAO
APMU - MoE - Teacher Incentives - July Payroll - Group 8 - 20220314-8001-12000
PMU-REG-Social_Transfer-Zabul-AF2411-Nawbahar-SHAO
PMU-REG-Social_Transfer-Zabul-AF2410-Shomulzay-SHAO
PMU-REG-Social_Transfer-Zabul-AF2409-Atghar-SHAO
PMU-REG-Social_Transfer-Zabul-AF2403-Mizan-SHAO-v2.1
PMU-REG-Social_Transfer-Zabul-AF2404-TarnakWaJaldak-SHAO-v2.1
PMU-REG-Social_Transfer-Zabul-AF2407-Kakar-SHAO
APMU - MoE - Teacher Incentives - July Payroll - Group 6 - 20220314-1-4000
APMU - MoE - Teacher Incentives - July Payroll - Group 8 - 20220314-1-4000
APMU - MoE - Teacher Incentives - July Payroll - Group 6 - 20220313-16001-20000-01
APMU - MoE - Teacher Incentives - July Payroll - Group 6 - 20220313-8001-12000
APMU - MoE - Teacher Incentives - July Payroll - Group 6 - 20220313-4001-8000-02
APMU - MoE - Teacher Incentives - July Payroll - Group 6 - 20220313-12001-16000-01
AFG_-_ACTED_-_Nuristan_-_Winterization_Response20211203_20h29m49s - 1-3000
AFG - MP Cash Response CR
APMU_-_ACTED_-_Kunduz_-_Winterization_Response20211230_20h55m07s - 1-3000
APMU_-_ACTED_-_Kunduz_-_Winterization_Response20211230_20h55m07s - 3001-6000
APMU_-_ACTED_-_Kunduz_-_Winterization_Response20220113_18h21m44s - 3001-6000
AFG_-_ACTED_-_Nuristan_-_Winterization_Response20211128_22h11m30s - 3001-6957
APMU - MoE - Teacher Incentives - July Payroll - Group 6 - 20220313-20001-21925-01
APMU_-_ACTED_-_Kunduz_-_Winterization_Response20220113_18h21m44s - 1-3000
APMU_-_ACTED_-_Kunduz_-_Winterization_Response20220113_18h21m44s - 12001-15879
APMU_-_ACTED_-_Kunduz_-_Winterization_Response20220113_18h21m44s - 6001-9000
APMU_-_ACTED_-_Kunduz_-_Winterization_Response20211230_20h55m07s - 6001-8719
APMU_-_COAR_-_Kunduz_-_Winterization_Response20220406_01-571
AFG_-_STARS_-_Wardak_-_Winterization_Response20211125_09h22m56s - 3001-6000 - I
AFG_-_ACTED_-_Nuristan_-_Winterization_Response - 20211216
APMU_-_ACTED_-_Kunduz_-_Winterization_Response20220113_18h21m44s - 9001-12000
AFG - ACTED - Samangan - September 2021 - First Batch
APMU_-_COAR_-_Kunduz_-_Winterization_Response20220113_17h58m50s - 6001-9000 - I
APMU_-_COAR_-_Kunduz_-_Winterization_Response20220113_17h58m50s - 1-3000 - I
AFG_-_STARS_-_Wardak_-_Winterization_Response20211125_09h22m56s - 1-3000 - III
AFG_-_STARS_-_Wardak_-_Winterization_Response20211126_11h03m43s
AFG_-_STARS_-_Wardak_-_Winterization_Response20211128_12h11m36s
AFG_-_STARS_-_Wardak_-_Winterization_Response20211125_09h22m56s - 18001-21000
AFG_-_STARS_-_Wardak_-_Winterization_Response20211125_09h22m56s - 15001-18000
APMU_-_COAR_-_Kunduz_-_Winterization_Response20220113_17h58m50s - 3001-6000
AFG_-_ACTED_-_Nuristan_-_Winterization_Response20211128_22h11m30s - 1-3000
APMU_-_COAR_-_Kunduz_-_Winterization_Response20220113_17h58m50s - 9001-12000
