unicef_id;admin1_area_id;admin2_area_id;admin3_area_id;
HH-23-0230.4916;UA65;UA6502;UA6502007;
HH-23-0230.4917;UA65;UA6502;UA6502007;
HH-23-0230.4918;UA65;UA6502;UA6502007;
HH-23-0230.4919;UA65;UA6502;UA6502007;
HH-23-0230.4920;UA65;UA6502;UA6502007;
HH-23-0230.4921;UA65;UA6502;UA6502007;
HH-23-0230.4922;UA65;UA6502;UA6502007;
HH-23-0230.4923;UA65;UA6502;UA6502007;
HH-23-0230.4924;UA65;UA6502;UA6502007;
HH-23-0230.4925;UA65;UA6502;UA6502007;
HH-23-0230.4926;UA65;UA6502;UA6502007;
HH-23-0230.4927;UA65;UA6502;UA6502007;
HH-23-0230.4928;UA65;UA6502;UA6502007;
HH-23-0230.4929;UA65;UA6502;UA6502007;
HH-23-0230.4930;UA65;UA6502;UA6502007;
HH-23-0230.4931;UA65;UA6502;UA6502007;
HH-23-0230.4932;UA65;UA6502;UA6502007;
HH-23-0230.4933;UA65;UA6502;UA6502007;
HH-23-0230.4934;UA65;UA6502;UA6502007;
HH-23-0230.4935;UA65;UA6502;UA6502007;
HH-23-0230.4936;UA65;UA6502;UA6502007;
HH-23-0230.4937;UA65;UA6502;UA6502007;
HH-23-0230.4938;UA65;UA6502;UA6502007;
HH-23-0230.4939;UA65;UA6502;UA6502007;
HH-23-0230.4940;UA65;UA6502;UA6502007;
HH-23-0230.4941;UA65;UA6502;UA6502007;
HH-23-0230.4942;UA65;UA6502;UA6502007;
HH-23-0230.4943;UA65;UA6502;UA6502007;
HH-23-0230.4944;UA65;UA6502;UA6502007;
HH-23-0230.4945;UA65;UA6502;UA6502007;
HH-23-0230.4946;UA65;UA6502;UA6502007;
HH-23-0230.4947;UA65;UA6502;UA6502007;
HH-23-0230.4948;UA65;UA6502;UA6502007;
HH-23-0230.4949;UA65;UA6502;UA6502007;
HH-23-0230.4950;UA65;UA6502;UA6502007;
HH-23-0230.4951;UA65;UA6502;UA6502007;
HH-23-0230.4952;UA65;UA6502;UA6502007;
HH-23-0230.4953;UA65;UA6502;UA6502007;
HH-23-0230.4954;UA65;UA6502;UA6502007;
HH-23-0230.4955;UA65;UA6502;UA6502007;
HH-23-0230.4956;UA65;UA6502;UA6502007;
HH-23-0230.4957;UA65;UA6502;UA6502007;
HH-23-0230.4958;UA65;UA6502;UA6502007;
HH-23-0230.4959;UA65;UA6502;UA6502007;
HH-23-0230.4960;UA65;UA6502;UA6502007;
HH-23-0230.4961;UA65;UA6502;UA6502007;
HH-23-0230.4962;UA65;UA6502;UA6502007;
HH-23-0230.4963;UA65;UA6502;UA6502007;
HH-23-0230.4964;UA65;UA6502;UA6502007;
HH-23-0230.4965;UA65;UA6502;UA6502007;
HH-23-0230.4966;UA65;UA6502;UA6502007;
HH-23-0230.4967;UA65;UA6502;UA6502007;
HH-23-0230.4968;UA65;UA6502;UA6502007;
HH-23-0230.4969;UA65;UA6502;UA6502007;
HH-23-0230.4970;UA65;UA6502;UA6502007;
HH-23-0230.4971;UA65;UA6502;UA6502007;
HH-23-0230.4972;UA65;UA6502;UA6502007;
HH-23-0230.4973;UA65;UA6502;UA6502007;
HH-23-0230.4974;UA65;UA6502;UA6502007;
HH-23-0230.4975;UA65;UA6502;UA6502007;
HH-23-0230.4976;UA65;UA6502;UA6502007;
HH-23-0230.4977;UA65;UA6502;UA6502007;
HH-23-0230.4978;UA65;UA6502;UA6502007;
HH-23-0230.4979;UA65;UA6502;UA6502007;
HH-23-0230.4980;UA65;UA6502;UA6502007;
HH-23-0230.4981;UA65;UA6502;UA6502007;
HH-23-0230.4982;UA65;UA6502;UA6502007;
HH-23-0230.4983;UA65;UA6502;UA6502007;
HH-23-0230.4984;UA65;UA6502;UA6502007;
HH-23-0230.4985;UA65;UA6502;UA6502007;
HH-23-0230.4986;UA65;UA6502;UA6502007;
HH-23-0230.4987;UA65;UA6502;UA6502007;
HH-23-0230.4988;UA65;UA6502;UA6502007;
HH-23-0230.4989;UA65;UA6502;UA6502007;
HH-23-0230.4990;UA65;UA6502;UA6502007;
HH-23-0230.4991;UA65;UA6502;UA6502007;
HH-23-0230.4992;UA65;UA6502;UA6502007;
HH-23-0230.4993;UA65;UA6502;UA6502007;
HH-23-0230.4994;UA65;UA6502;UA6502007;
HH-23-0230.4995;UA65;UA6502;UA6502007;
HH-23-0230.4996;UA65;UA6502;UA6502007;
HH-23-0230.4997;UA65;UA6502;UA6502007;
HH-23-0230.4998;UA65;UA6502;UA6502007;
HH-23-0230.4999;UA65;UA6502;UA6502007;
HH-23-0230.5000;UA65;UA6502;UA6502007;
HH-23-0230.5001;UA65;UA6502;UA6502007;
HH-23-0230.5002;UA65;UA6502;UA6502007;
HH-23-0230.5003;UA65;UA6502;UA6502007;
HH-23-0230.5004;UA65;UA6502;UA6502007;
HH-23-0230.5005;UA65;UA6502;UA6502007;
HH-23-0230.5006;UA65;UA6502;UA6502007;
HH-23-0230.5007;UA65;UA6502;UA6502007;
HH-23-0230.5008;UA65;UA6502;UA6502007;
HH-23-0230.5009;UA65;UA6502;UA6502007;
HH-23-0230.5010;UA65;UA6502;UA6502007;
HH-23-0230.5011;UA65;UA6502;UA6502007;
HH-23-0230.5012;UA65;UA6502;UA6502007;
HH-23-0230.5013;UA65;UA6502;UA6502007;
HH-23-0230.5014;UA65;UA6502;UA6502007;
HH-23-0230.5015;UA65;UA6502;UA6502007;
HH-23-0230.5016;UA65;UA6502;UA6502007;
HH-23-0230.5017;UA65;UA6502;UA6502007;
HH-23-0230.5018;UA65;UA6502;UA6502007;
HH-23-0230.5019;UA65;UA6502;UA6502007;
HH-23-0230.5020;UA65;UA6502;UA6502007;
HH-23-0230.5021;UA65;UA6502;UA6502007;
HH-23-0230.5022;UA65;UA6502;UA6502007;
HH-23-0230.5023;UA65;UA6502;UA6502007;
HH-23-0230.5024;UA65;UA6502;UA6502007;
HH-23-0230.5025;UA65;UA6502;UA6502007;
HH-23-0230.5026;UA65;UA6502;UA6502007;
HH-23-0230.5027;UA65;UA6502;UA6502007;
HH-23-0230.5028;UA65;UA6502;UA6502007;
HH-23-0230.5029;UA65;UA6502;UA6502007;
HH-23-0230.5030;UA65;UA6502;UA6502007;
HH-23-0230.5031;UA65;UA6502;UA6502007;
HH-23-0230.5032;UA65;UA6502;UA6502007;
HH-23-0230.5033;UA65;UA6502;UA6502007;
HH-23-0230.5034;UA65;UA6502;UA6502007;
HH-23-0230.5035;UA65;UA6502;UA6502007;
HH-23-0230.5036;UA65;UA6502;UA6502007;
HH-23-0230.5037;UA65;UA6502;UA6502007;
HH-23-0230.5038;UA65;UA6502;UA6502007;
HH-23-0230.5039;UA65;UA6502;UA6502007;
HH-23-0230.5040;UA65;UA6502;UA6502007;
HH-23-0230.5041;UA65;UA6502;UA6502007;
HH-23-0230.5042;UA65;UA6502;UA6502007;
HH-23-0230.5043;UA65;UA6502;UA6502007;
HH-23-0230.5044;UA65;UA6502;UA6502007;
HH-23-0230.5045;UA65;UA6502;UA6502007;
HH-23-0230.5046;UA65;UA6502;UA6502007;
HH-23-0230.5047;UA65;UA6502;UA6502007;
HH-23-0230.5048;UA65;UA6502;UA6502007;
HH-23-0230.5049;UA65;UA6502;UA6502007;
